,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
578,578,2022,SE,FT,Data Engineer,100000.0,USD,100000,United States of America,100,United States of America,M
579,579,2022,SE,FT,Data Engineer,25000.0,USD,25000,United States of America,100,United States of America,M
580,580,2022,SE,FT,Data Analyst,126500.0,USD,126500,United States of America,100,United States of America,M
581,581,2022,SE,FT,Data Analyst,106260.0,USD,106260,United States of America,100,United States of America,M
582,582,2022,SE,FT,Data Engineer,220110.0,USD,220110,United States of America,100,United States of America,M
583,583,2022,SE,FT,Data Engineer,160080.0,USD,160080,United States of America,100,United States of America,M
584,584,2022,SE,FT,Data Analyst,105000.0,USD,105000,United States of America,100,United States of America,M
585,585,2022,SE,FT,Data Analyst,110925.0,USD,110925,United States of America,100,United States of America,M
586,586,2022,MI,FT,Data Analyst,38850.0,USD,45807,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
587,587,2022,SE,FT,Data Scientist,140000.0,USD,140000,United States of America,100,United States of America,M
588,588,2022,SE,FT,Data Analyst,99000.0,USD,99000,United States of America,0,United States of America,M
589,589,2022,SE,FT,Data Analyst,60000.0,USD,60000,United States of America,100,United States of America,M
590,590,2022,SE,FT,Data Architect,192564.0,USD,192564,United States of America,100,United States of America,M
591,591,2022,SE,FT,Data Architect,144854.0,USD,144854,United States of America,100,United States of America,M
592,592,2022,SE,FT,Data Scientist,230000.0,USD,230000,United States of America,100,United States of America,M
593,593,2022,SE,FT,Data Scientist,150000.0,USD,150000,United States of America,100,United States of America,M
594,594,2022,SE,FT,Data Analytics Manager,150260.0,USD,150260,United States of America,100,United States of America,M
595,595,2022,SE,FT,Data Analytics Manager,109280.0,USD,109280,United States of America,100,United States of America,M
596,596,2022,SE,FT,Data Scientist,210000.0,USD,210000,United States of America,100,United States of America,M
597,597,2022,SE,FT,Data Analyst,170000.0,USD,170000,United States of America,100,United States of America,M
598,598,2022,MI,FT,Data Scientist,160000.0,USD,160000,United States of America,100,United States of America,M
599,599,2022,MI,FT,Data Scientist,130000.0,USD,130000,United States of America,100,United States of America,M
600,600,2022,EN,FT,Data Analyst,67000.0,USD,67000,Canada,0,Canada,M
601,601,2022,EN,FT,Data Analyst,52000.0,USD,52000,Canada,0,Canada,M
602,602,2022,SE,FT,Data Engineer,154000.0,USD,154000,United States of America,100,United States of America,M
603,603,2022,SE,FT,Data Engineer,126000.0,USD,126000,United States of America,100,United States of America,M
604,604,2022,SE,FT,Data Analyst,129000.0,USD,129000,United States of America,0,United States of America,M
605,605,2022,SE,FT,Data Analyst,150000.0,USD,150000,United States of America,100,United States of America,M
606,606,2022,MI,FT,AI Scientist,200000.0,USD,200000,India,100,United States of America,L
